leftArmpitAngle,rightArmpitAngle,leftShoulderAngle,rightShoulderAngle,leftElbowAngle,rightElbowAngle,leftHipAngle,rightHipAngle,leftGroinAngle,rightGroinAngle,leftKneeAngle,rightKneeAngle,slope,verticalPose,ratioAvg,action
165.95,146.35,165.95,146.35,168.12,159.02,86.3,90.51,86.3,90.51,171.94,173.39,4.361346826348576,1000,1.2247082711305786,pushjerk
179.51,165.49,179.51,165.49,116.25,2.46,94.05,81.59,94.05,81.59,170.49,158.72,5.892974006932789,1000,1.1897284942923179,pushjerk
164.37,167.51,164.37,167.51,176.72,171.03,95.85,78.23,95.85,78.23,179.16,165.64,1.4647295488621146,1000,1.5203724553415208,pushjerk
158.99,158.18,158.99,158.18,162.48,170.82,88.53,90.4,88.53,90.4,169.85,158.31,5.016349931718212,1000,1.2484959116621241,pushjerk
168.88,141.77,168.88,141.77,164.01,116.5,88.64,88.52,88.64,88.52,170.42,175.53,4.62694957905137,1000,1.250098590185727,pushjerk
173.9,163.44,173.9,163.44,166.21,166.87,94.94,81.94,94.94,81.94,170.06,157.38,6.066755384996291,1000,1.2446270315595802,pushjerk
147.93,167.89,147.93,167.89,129.28,173.98,106.29,74.12,106.29,74.12,179.75,168.91,1.6244875270560248,1000,1.5754335860485607,pushjerk
162.71,152.89,162.71,152.89,166.04,169.25,94.15,80.05,94.15,80.05,170.4,154.31,5.18347693335408,1000,1.2531209492737765,pushjerk
158.9,142.04,158.9,142.04,154.27,116.77,88.24,87.9,88.24,87.9,169.23,176.25,4.244303406201274,1000,1.2682352537730637,pushjerk
151.24,161.46,151.24,161.46,117.31,171.57,97.68,79.84,97.68,79.84,168.45,154.27,4.9491435193909386,1000,1.1671999953223828,pushjerk
149.84,146.1,149.84,146.1,157.14,162.83,102.41,71.92,102.41,71.92,178.14,168.27,1.5059479771683673,1000,1.483927514008422,pushjerk
160.41,160.43,160.41,160.43,167.48,143.32,93.76,82.46,93.76,82.46,168.86,154.23,4.740398892633995,1000,1.208688217285823,pushjerk
151.35,135.05,151.35,135.05,139.16,118.09,86.04,86.32,86.04,86.32,169.27,175.27,4.254537021976834,1000,1.207568651690572,pushjerk
153.04,162.61,153.04,162.61,146.84,161.37,106.69,73.12,106.69,73.12,169.53,156.65,5.158760763330856,1000,1.2265045426862744,pushjerk
158.6,142.14,158.6,142.14,122.2,157.59,97.71,75.92,97.71,75.92,178.69,164.72,1.4130807697446783,1000,1.4650886026250864,pushjerk
161.19,173.34,161.19,173.34,154.39,152.58,95.61,93.01,95.61,93.01,168.46,168.59,4.4628915914816,1000,1.2158552549920918,pushjerk
164.5,150.35,164.5,150.35,146.24,146.87,96.38,83.44,96.38,83.44,167.9,175.85,1.7919948971455906,1000,1.3779807824209154,pushjerk
170.53,159,170.53,159,158.62,158.91,99.16,77.88,99.16,77.88,168.56,153.28,4.964781785893798,1000,1.1558839225661375,pushjerk
151.51,141.52,151.51,141.52,123.51,163.42,95.34,79.8,95.34,79.8,178.86,162.98,1.3895847619004458,1000,1.4013169305914315,pushjerk
159.24,159.86,159.24,159.86,82.74,174.61,93.91,82.44,93.91,82.44,169.14,164.71,4.609398646081792,1000,1.234665854167851,pushjerk
166.72,176.74,166.72,176.74,168.35,177.24,91.31,91.12,91.31,91.12,176.78,166.68,1.6300829395064786,1000,1.4134189814962492,pushjerk
168.74,170.28,168.74,170.28,162.11,150.01,102.05,85.87,102.05,85.87,168.43,178.07,4.366890166920008,1000,1.0943808963481891,pushjerk
154.16,152.92,154.16,152.92,141.45,145.14,94.67,81.16,94.67,81.16,179.99,162.88,1.399206175868219,1000,1.374772131136306,pushjerk
156.22,150.57,156.22,150.57,70.37,158.87,93.71,79.56,93.71,79.56,170.15,163.54,3.501477177755952,1000,1.2362045423464982,pushjerk
161.84,163.76,161.84,163.76,158.81,155.34,93.77,79.62,93.77,79.62,175.37,167.41,1.538285483198697,1000,1.3447092812087034,pushjerk
168.26,160.3,168.26,160.3,159.21,161.82,98.86,77.62,98.86,77.62,167.85,166.12,4.913743042299117,1000,1.115426253568728,pushjerk
156.18,145.01,156.18,145.01,142.99,141.27,95.65,76.67,95.65,76.67,179.55,164.94,1.4024080260678042,1000,1.4719431175031543,pushjerk
154.19,149.28,154.19,149.28,64.61,156.54,92.73,80.15,92.73,80.15,170.15,163.7,3.527805122021901,1000,1.2399788352361263,pushjerk
156.83,148.99,156.83,148.99,161.65,169.29,94.57,80.86,94.57,80.86,179.28,165.04,1.5012463063395636,1000,1.3750881082206585,pushjerk
160.52,163.47,160.52,163.47,160.21,161.79,110.56,68.56,110.56,68.56,167.84,157.25,4.325724921891467,1000,1.1806310494497612,pushjerk
173.53,145.33,173.53,145.33,176.89,140.97,87.82,77.43,87.82,77.43,179.77,164.14,1.3880549609411583,1000,1.423694328173203,pushjerk
153.03,152.55,153.03,152.55,65.38,149.06,94.6,79.75,94.6,79.75,170.22,162.89,3.743557959582305,1000,1.1859690912904757,pushjerk
169.73,156.83,169.73,156.83,171.51,174.1,85.67,83.89,85.67,83.89,170.17,164.69,1.5863075328106524,1000,1.3317529526884337,pushjerk
157.87,161.23,157.87,161.23,161.53,162.13,112.57,67.22,112.57,67.22,168.73,156.68,4.4271053721571425,1000,1.200906609738455,pushjerk
168.01,148.78,168.01,148.78,161.9,152.17,93.18,77.87,93.18,77.87,178.78,164.01,1.3878644290885165,1000,1.460940692696921,pushjerk
151.34,159.39,151.34,159.39,83.66,171.3,96.25,80.41,96.25,80.41,172.77,162.18,4.575607281444848,1000,1.20141280606045,pushjerk
168.76,155.18,168.76,155.18,178.51,179.39,81.04,80.39,81.04,80.39,177.46,168.59,1.2516259212867806,1000,1.4458851541522793,pushjerk
156.65,170.46,156.65,170.46,157.1,166.2,103.5,84.2,103.5,84.2,169.07,166.13,4.677872577476759,1000,1.1096959591714026,pushjerk
167,149.77,167,149.77,162.01,151.72,89.66,79.08,89.66,79.08,175.94,163.58,1.187936830697443,1000,1.441160730655736,pushjerk
157.7,168.64,157.7,168.64,162.44,160.42,120.32,69.63,120.32,69.63,170.74,176.66,4.120813489644577,1000,1.1211703163705975,pushjerk
167.31,160.5,167.31,160.5,145.07,178.31,89.39,82.46,89.39,82.46,163.88,170.56,4.470234198506792,1000,1.5158171837333994,pushjerk
154.05,169.23,154.05,169.23,155.13,164.14,106.17,81.93,106.17,81.93,169.22,165.97,4.449905320051665,1000,1.1154725178428397,pushjerk
166.42,151.22,166.42,151.22,157.46,160.18,93.63,78.42,93.63,78.42,177.18,163.6,1.3657750801570572,1000,1.4361457272262204,pushjerk
159.47,167.78,159.47,167.78,177.34,155.18,131.94,58.37,131.94,58.37,168.91,176.99,3.7434777734631473,1000,1.0279247820146462,pushjerk
164.96,157.9,164.96,157.9,175.42,179.85,80.25,81.98,80.25,81.98,162.3,172.81,4.076752776662761,1000,1.506606732246241,pushjerk
161.63,169.16,161.63,169.16,173.67,166.14,124.49,65.21,124.49,65.21,167.5,167.17,4.053155218456959,1000,1.0300868914693049,pushjerk
166.02,152.88,166.02,152.88,161.22,156.34,93.67,78.86,93.67,78.86,177.75,162.82,1.3476704234301535,1000,1.418146955383067,pushjerk
157.36,166.55,157.36,166.55,64.3,146.07,111.13,76.38,111.13,76.38,161.39,177.53,5.146392826179519,1000,1.0981226544284102,pushjerk
165.56,172.04,165.56,172.04,165.9,177.92,72.37,103.62,72.37,103.62,160.59,154.71,3.8984139194815985,1000,1.3561127141481468,pushjerk
165.93,166.73,165.93,166.73,160.08,156.57,139.3,49.1,139.3,49.1,166.98,168.06,3.7482264605456543,1000,0.9482226093643434,pushjerk
161.32,161.13,161.32,161.13,163.61,144.12,94.32,81.95,94.32,81.95,179.08,163.63,1.3521660763074894,1000,1.405987660947026,pushjerk
159.14,167.8,159.14,167.8,89.79,144.15,104.46,80.71,104.46,80.71,162.52,170.33,5.9532722847237345,1000,1.1700091873316194,pushjerk
165.29,174.37,165.29,174.37,152.73,177.58,81.93,104.54,81.93,104.54,160.92,150.68,3.948433447970792,1000,1.3895421447118257,pushjerk
158.14,167.88,158.14,167.88,157.64,164.09,144.11,47.54,144.11,47.54,168.27,177.2,3.8358431028740316,1000,0.943678742219614,pushjerk
164.7,157.1,164.7,157.1,163.91,178.6,94.67,81.15,94.67,81.15,179.2,162.55,1.3379658251254007,1000,1.4177813266434285,pushjerk
160.96,170.68,160.96,170.68,95.33,145.75,105.02,79.4,105.02,79.4,163.33,171.88,6.507400874871288,1000,1.1823651268194104,pushjerk
163.44,172.68,163.44,172.68,153.99,178.87,84.72,102.12,84.72,102.12,161.23,149.62,4.035821048583519,1000,1.349874015525545,pushjerk
161.95,165.08,161.95,165.08,150.86,161.1,100.9,81.53,100.9,81.53,172.92,179.51,5.563997791070878,1000,1.0711082688159137,pushjerk
167.78,167.6,167.78,167.6,169.5,173.05,80.21,107.85,80.21,107.85,168.61,144.8,1.33353927104795,1000,1.2856099847870603,pushjerk
160.57,171.55,160.57,171.55,95.12,146.53,105.76,80.08,105.76,80.08,177.43,173.09,7.509510228588572,1000,1.1223612881546898,pushjerk
162.51,172.44,162.51,172.44,166.88,177.26,72.82,102.45,72.82,102.45,162.8,149.66,1.2403527146357887,1000,1.2685878356334417,pushjerk
164.96,167.29,164.96,167.29,167.41,156.69,101.98,82.67,101.98,82.67,174.19,175.81,4.2416442847056395,1000,1.1119071573325594,pushjerk
166.17,165.86,166.17,165.86,169.46,172.71,82.93,104.96,82.93,104.96,177.99,146.08,1.3719128129338836,1000,1.2653397556638424,pushjerk
160.66,173.34,160.66,173.34,83.75,146.52,111.19,76.45,111.19,76.45,177.62,178.33,7.255521908694664,1000,1.12133980436494,pushjerk
161.6,172.09,161.6,172.09,179.08,179.93,70.91,104.6,70.91,104.6,163.78,152.02,1.2891942326491734,1000,1.2812704887423019,pushjerk
156.76,170.11,156.76,170.11,164.1,164.94,143.98,47.18,143.98,47.18,176.03,174.99,5.220029259570316,1000,1.0726583316665166,pushjerk
163.61,167.12,163.61,167.12,167.72,171.6,84.22,104.62,84.22,104.62,178.33,146.12,1.3851753526481738,1000,1.2569454856575903,pushjerk
158.84,170.39,158.84,170.39,126.3,22,141.45,49.84,141.45,49.84,171.52,175.71,4.355076831977892,1000,1.066409518922548,pushjerk
167.02,170.88,167.02,170.88,168.16,178.79,76.43,103.38,76.43,103.38,170.92,150.09,1.5295986466267057,1000,1.2747893101842394,pushjerk
167.63,170.58,167.63,170.58,167.7,147.38,94.22,90.72,94.22,90.72,172.13,173.45,5.764081117336063,1000,1.1752324458274401,pushjerk
162.34,155.17,162.34,155.17,168.88,172.41,99.32,76.6,99.32,76.6,177.23,163.65,1.4091800339203815,1000,1.4370857295690906,pushjerk
162.51,170.59,162.51,170.59,93.2,150.24,143.8,48.23,143.8,48.23,170.24,174.99,4.094053526232512,1000,1.0697131794055357,pushjerk
166.19,157.43,166.19,157.43,165.88,179.16,83.58,84.71,83.58,84.71,170.02,163.58,1.5101790893827787,1000,1.387786258084171,pushjerk
165.57,173.05,165.57,173.05,162.69,141.28,95.97,91.57,95.97,91.57,167.17,172.6,10.019633592271978,1000,1.2539313122147648,pushjerk
158.97,156.23,158.97,156.23,168.48,172.85,100.34,76.33,100.34,76.33,176.76,164.18,1.4316777346256784,1000,1.424165561157726,pushjerk
168.3,163.68,168.3,163.68,178.09,13.63,94.98,81.22,94.98,81.22,173.72,161.13,6.005352754288671,1000,1.2064663374253257,pushjerk
166.15,157.01,166.15,157.01,169.52,179.57,83.97,83.75,83.97,83.75,169.72,164.49,1.5434537418823124,1000,1.3537853100310602,pushjerk
166.32,164.73,166.32,164.73,151.13,170.36,94.86,81.26,94.86,81.26,172.84,165.52,6.146542070589018,1000,1.2346630585878642,pushjerk
158.44,167.39,158.44,167.39,169.41,170.19,83.32,106.8,83.32,106.8,170.01,147.55,1.420624826778257,1000,1.3086157904909004,pushjerk
151.28,164.57,151.28,164.57,75.93,146.43,111.03,75.08,111.03,75.08,170.93,176.5,5.1079998527655,1000,1.2429093291577145,pushjerk
167.72,154.71,167.72,154.71,166.62,175.37,84.81,82.93,84.81,82.93,170.3,165.54,8.67640724016353,1000,1.3347355615561156,pushjerk
177.21,162.52,177.21,162.52,163.5,172.92,92.7,83.83,92.7,83.83,171.5,160.76,4.539716308053948,1000,1.2232197798540572,pushjerk
158.48,178.24,158.48,178.24,171.11,170.89,100.19,84.2,100.19,84.2,177.3,165.13,1.4206663013659355,1000,1.485375737919152,pushjerk
155.8,153.53,155.8,153.53,83.79,147.96,89.68,85.46,89.68,85.46,173.99,147.45,5.189861133938767,1000,1.2319891723594545,pushjerk
164.93,154.05,164.93,154.05,172.26,172.78,95.35,81.81,95.35,81.81,170,166.58,8.886505998116172,1000,1.3936882288894354,pushjerk
176.71,165.28,176.71,165.28,162.13,159.03,107.96,72.78,107.96,72.78,167.59,148.37,4.432896987534863,1000,1.1135782578527573,pushjerk
166.46,155.49,166.46,155.49,170.5,172.23,84.35,83.95,84.35,83.95,171.18,161.66,1.4318550857797256,1000,1.3722410093847939,pushjerk
163.44,160.57,163.44,160.57,81.29,168.08,86.52,89.6,86.52,89.6,152.2,151.21,5.743228560266064,1000,1.2352387620217529,pushjerk
162.24,163.25,162.24,163.25,171.7,169.22,91.3,97.63,91.3,97.63,171.05,152.63,1.6621662254323328,1000,1.2994668348468204,pushjerk
168.58,163.83,168.58,163.83,133.59,133.65,92,84.28,92,84.28,177.85,149.11,1.9460766803024183,1000,1.206014384041952,pushjerk
159.86,153.88,159.86,153.88,157.11,171.61,94.19,83.36,94.19,83.36,170.54,161.83,1.400907860157681,1000,1.4399052015876577,pushjerk
170.45,151.1,170.45,151.1,89.96,157.7,85.47,89.57,85.47,89.57,173.58,151.12,6.1287496962862855,1000,1.250206465928537,pushjerk
163.96,152.43,163.96,152.43,167.31,174,96.01,80.22,96.01,80.22,170.3,167.46,1.7107857986780395,1000,1.3428631085416127,pushjerk
175.12,159.25,175.12,159.25,177,173.74,101.04,75.43,101.04,75.43,176.02,149.52,14.762409767827302,1000,1.2930034794683083,pushjerk
159.13,152.3,159.13,152.3,156.52,170.35,94.07,82.74,94.07,82.74,169.81,161.09,1.3717713885139962,1000,1.4585157161122528,pushjerk
165.27,152.69,165.27,152.69,83.7,154.33,81.25,95.64,81.25,95.64,171.27,153.28,5.131147933570578,1000,1.2356465484743575,pushjerk
163.33,162.54,163.33,162.54,168.96,171.68,92.35,94.79,92.35,94.79,175.19,152.97,14.980199528306567,1000,1.3057382171802412,pushjerk
172.54,179.39,172.54,179.39,164.83,165.4,103.07,80.79,103.07,80.79,174.05,148.37,16.30794891395348,1000,1.312185258753832,pushjerk
159.26,152.3,159.26,152.3,153.77,168.88,94.02,83.17,94.02,83.17,169.32,161.84,1.3704362930263791,1000,1.4378511528428444,pushjerk
173.6,154.48,173.6,154.48,126.67,155.85,83.1,94.03,83.1,94.03,170.53,151.84,1.9262712459175027,1000,1.196526958392504,pushjerk
164.97,163.69,164.97,163.69,135.29,170.73,91.56,96.54,91.56,96.54,174.88,153.26,15.199699839244413,1000,1.2990032859471206,pushjerk
171.93,178.62,171.93,178.62,145.14,164.45,102.22,82.04,102.22,82.04,174.72,157.6,2.1525064840478554,1000,1.176197521831111,pushjerk
