leftArmpitAngle,rightArmpitAngle,leftShoulderAngle,rightShoulderAngle,leftElbowAngle,rightElbowAngle,leftHipAngle,rightHipAngle,leftGroinAngle,rightGroinAngle,leftKneeAngle,rightKneeAngle,slope,verticalPose,ratioAvg,action
36.03,22.79,36.03,22.79,4.43,0.4,82,87.25,82,87.25,146.33,176.41,1.4731337907924777,1000,1.2947175623640685,pulljerk
38.83,32.11,38.83,32.11,0.47,4.42,84.67,86.59,84.67,86.59,179.19,162.02,1.9532072837592018,1000,1.2168599142354313,pulljerk
33.43,32.75,33.43,32.75,2.94,3.33,80.54,89.16,80.54,89.16,129.71,155.81,1.2879258751779539,1000,1.2474229120149896,pulljerk
39.27,34.08,39.27,34.08,0.15,0.17,86.31,85.19,86.31,85.19,177.96,173.28,1.9974645426515927,1000,1.2141050779729938,pulljerk
35.14,23.65,35.14,23.65,9.12,5.55,82.71,90.78,82.71,90.78,135.17,165.28,1.3579705290189368,1000,1.3151245030594747,pulljerk
39.12,31.82,39.12,31.82,0.09,8.36,85.06,86.37,85.06,86.37,179.55,162.01,1.9462953721174148,1000,1.2098768289397093,pulljerk
35.18,22.48,35.18,22.48,2.23,5.11,80.64,90.25,80.64,90.25,169.27,156.74,2.446994297004306,1000,1.2804603494144078,pulljerk
38.63,33.59,38.63,33.59,0.95,0.72,86.61,85.22,86.61,85.22,178.12,172.8,2.0020996440792858,1000,1.2107655860216995,pulljerk
35.87,26.3,35.87,26.3,4.54,5.07,82.59,90.93,82.59,90.93,146.68,174.68,1.4166712227371754,1000,1.360702270402376,pulljerk
39.69,32.26,39.69,32.26,0.39,8.19,84.69,86.45,84.69,86.45,179.41,161.92,1.9622792915779061,1000,1.2196063050772796,pulljerk
32.77,20.96,32.77,20.96,1.23,1.41,82.63,89.36,82.63,89.36,139.59,158.37,1.5943827054924997,1000,1.2733988598754102,pulljerk
38.73,33.15,38.73,33.15,0.9,0.25,86.63,85.21,86.63,85.21,178.24,172.7,2.0008080582868906,1000,1.2023934962878307,pulljerk
41.02,32.59,41.02,32.59,4.29,0.52,98.09,71.1,98.09,71.1,167.87,161.08,5.425818351757884,1000,1.2774994707796878,pulljerk
39.49,32,39.49,32,0.35,8.36,84.91,86.53,84.91,86.53,179.15,162.14,1.9741820946969422,1000,1.2200201626300806,pulljerk
32.95,28.22,32.95,28.22,3.95,0.38,82.94,86.23,82.94,86.23,161.69,171.16,1.6644091381415236,1000,1.2883709901498395,pulljerk
38.8,32.66,38.8,32.66,0.63,0.46,86.75,85.1,86.75,85.1,178.33,172.77,1.9614320914170507,1000,1.200508735920881,pulljerk
37.61,28.07,37.61,28.07,8.87,5.31,82.32,90.24,82.32,90.24,151.01,173.87,1.4045677186216647,1000,1.3755639195144582,pulljerk
40.18,32.79,40.18,32.79,3.95,1.45,97.67,71.34,97.67,71.34,168.4,175.43,5.5583567490573085,1000,1.2790915800584974,pulljerk
34.24,33.67,34.24,33.67,0.53,5.71,83.15,87.02,83.15,87.02,164.5,152.94,1.7321099898777632,1000,1.2252417912831994,pulljerk
38.82,33.07,38.82,33.07,0.7,10.37,86.82,84.82,86.82,84.82,178.12,172.78,1.9628160573022355,1000,1.2039961465191125,pulljerk
36.89,30.49,36.89,30.49,9.19,2.47,83.98,89.1,83.98,89.1,166,175.29,4.147372233292944,1000,1.3494514989843542,pulljerk
38.89,31.67,38.89,31.67,0.75,7.73,85.04,86.47,85.04,86.47,179.15,162.12,1.9738543551787018,1000,1.2217274475439472,pulljerk
34.71,34.12,34.71,34.12,0.83,0.88,86.53,86.02,86.53,86.02,179.7,174.61,1.9204401927853558,1000,1.2568222000232043,pulljerk
38.65,32.84,38.65,32.84,0.27,10.22,86.45,84.91,86.45,84.91,178.1,172.78,1.964517848487573,1000,1.2051275108958812,pulljerk
36.9,33.23,36.9,33.23,1.22,0.11,82.34,88.99,82.34,88.99,175.33,176.34,5.4082728029158735,1000,1.334078618975174,pulljerk
39.08,31.51,39.08,31.51,1.04,7.9,85.21,86.32,85.21,86.32,179.34,162.27,1.9625789245420324,1000,1.221971607685486,pulljerk
41.45,37.47,41.45,37.47,2.16,10.99,91.91,78.76,91.91,78.76,177.71,160.38,1.7968599901785034,1000,1.2857922916982314,pulljerk
38.79,33.04,38.79,33.04,0.32,10.34,86.6,84.7,86.6,84.7,178.17,172.67,1.950406721331577,1000,1.2024997655540823,pulljerk
31.09,30.93,31.09,30.93,1.89,5.67,87.58,86.38,87.58,86.38,169.9,161.72,5.446519786352839,1000,1.232942229021484,pulljerk
38.75,31.65,38.75,31.65,1.22,7.71,85,86.53,85,86.53,179.05,162.54,1.9892815820209016,1000,1.2159720104741814,pulljerk
41.9,39.64,41.9,39.64,1.3,13.62,94.11,76.26,94.11,76.26,178.15,159.84,1.720952521944657,1000,1.2933738601385782,pulljerk
38.12,32.65,38.12,32.65,0.38,9.66,86.68,85.06,86.68,85.06,177.92,172.93,1.9704848939203872,1000,1.2040687189655133,pulljerk
37.3,35.77,37.3,35.77,1.55,0.05,86.15,86.37,86.15,86.37,174.36,160.93,5.750915895072775,1000,1.2249229392906367,pulljerk
38.52,30.88,38.52,30.88,1.39,7.38,85.32,86.22,85.32,86.22,179.19,162.19,1.9591739820129872,1000,1.2201529671478513,pulljerk
38.64,36.23,38.64,36.23,0.32,3.24,94.39,76.42,94.39,76.42,179.89,159.78,1.7735823882588393,1000,1.2857399625774435,pulljerk
38.08,32.42,38.08,32.42,0.4,8.23,86.81,84.91,86.81,84.91,177.95,172.82,1.9691300189272736,1000,1.2016174102380588,pulljerk
40.5,38.13,40.5,38.13,1.79,4.66,89.19,80.16,89.19,80.16,173.15,171.54,5.859331576414589,1000,1.21449122465614,pulljerk
38.39,31.02,38.39,31.02,0.81,7.15,85.28,86.37,85.28,86.37,179.51,162.23,1.9484528324604184,1000,1.2205775401136927,pulljerk
37.6,35.34,37.6,35.34,0.53,4.53,93.22,78.84,93.22,78.84,179.9,173.97,1.8378767522220096,1000,1.2724900603726077,pulljerk
38.75,33.32,38.75,33.32,0.2,9.19,87.37,84.64,87.37,84.64,177.88,173.06,1.9729223770289568,1000,1.2039850228755253,pulljerk
41.02,38.92,41.02,38.92,0.81,5.84,91.73,77.19,91.73,77.19,171.59,170.53,5.800151365114018,1000,1.2164833914787934,pulljerk
38.18,30.32,38.18,30.32,0.2,7.22,85.2,86.13,85.2,86.13,179.12,161.84,1.9507572456237965,1000,1.2258296400134694,pulljerk
37.12,34.37,37.12,34.37,0.3,0.14,92.24,78.75,92.24,78.75,178.88,159.13,1.7682093850342404,1000,1.291727718872259,pulljerk
38.89,33.01,38.89,33.01,0.7,8.56,86.87,84.57,86.87,84.57,178.15,172.76,1.9597059092179063,1000,1.2064470228280395,pulljerk
42.27,37.55,42.27,37.55,0.13,17.15,93.71,77.36,93.71,77.36,173.94,173.69,5.731251905994358,1000,1.2908080500454493,pulljerk
38.69,30.98,38.69,30.98,0.1,7.58,85.39,86.31,85.39,86.31,179.04,162.14,1.9535802035802032,1000,1.2248884549588825,pulljerk
37.74,32.53,37.74,32.53,1.05,2.01,91.77,78.35,91.77,78.35,179.79,158.38,1.757104999270073,1000,1.2782641420917171,pulljerk
38.81,33.44,38.81,33.44,0.14,7.7,86.65,84.93,86.65,84.93,178,160.81,1.9806732229029973,1000,1.2077430148189348,pulljerk
37.86,38.12,37.86,38.12,0.74,5.54,94.19,77.05,94.19,77.05,172.35,159.54,5.439062302859019,1000,1.2301415429879334,pulljerk
39.45,30.85,39.45,30.85,0.87,3.2,85.65,85.99,85.65,85.99,178.94,162.11,1.9503625613041742,1000,1.224715518150166,pulljerk
36.32,31.53,36.32,31.53,0.33,1.81,90.96,79.48,90.96,79.48,171.92,159.38,1.776300059117104,1000,1.281986686335336,pulljerk
39.16,33.3,39.16,33.3,0.18,8.42,87.06,84.63,87.06,84.63,178.12,160.51,1.9614659138702344,1000,1.2021174811224644,pulljerk
37.42,36.85,37.42,36.85,0.17,2.29,92.1,79.45,92.1,79.45,173.29,173.27,5.477512635882509,1000,1.2395112763596967,pulljerk
38.75,30.91,38.75,30.91,1.49,7.95,85.78,85.57,85.78,85.57,168.04,161.87,1.9377666130752076,1000,1.2238107779145386,pulljerk
28.94,32.07,28.94,32.07,0.88,2.05,91.8,78.32,91.8,78.32,175.17,160.14,1.8039351977720535,1000,1.3045455189322395,pulljerk
39.65,33.78,39.65,33.78,0.54,7.82,87.01,84.78,87.01,84.78,178.04,161.45,1.9759650486669695,1000,1.201557570981338,pulljerk
40.24,32.54,40.24,32.54,4.16,0.93,97.2,71.72,97.2,71.72,168.23,175.42,5.503427467534308,1000,1.2830211654922001,pulljerk
39.03,30.76,39.03,30.76,1.47,2.95,85.85,85.6,85.85,85.6,169.85,161.67,1.9473019326250596,1000,1.2207139521290546,pulljerk
38.92,33.63,38.92,33.63,0.03,3.3,92.78,76.82,92.78,76.82,172.8,161.44,1.7870228264317962,1000,1.2670974124070074,pulljerk
40.05,33.54,40.05,33.54,1.28,0.11,86.7,84.56,86.7,84.56,178.45,161.04,1.9576618575064624,1000,1.1935194219920469,pulljerk
37.72,35.1,37.72,35.1,0.32,1.73,93.01,78.33,93.01,78.33,170.97,172.15,5.35245997883178,1000,1.2294826961988194,pulljerk
40.46,32.33,40.46,32.33,3.68,1.32,97.58,71.64,97.58,71.64,168.38,161.42,5.534041384469831,1000,1.278434375372075,pulljerk
40.69,32.71,40.69,32.71,0.3,0.58,93.53,76.3,93.53,76.3,174.28,160.52,5.715159791752227,1000,1.2689675624156838,pulljerk
39.73,32.33,39.73,32.33,0.73,0.75,86.57,84.64,86.57,84.64,178.61,174,1.8977418520400924,1000,1.2060860966539857,pulljerk
36.97,34.61,36.97,34.61,0.35,1.51,92.83,78.84,92.83,78.84,171.61,159.2,5.340686514015987,1000,1.2358589396588877,pulljerk
39.38,32.01,39.38,32.01,1.83,0.81,86,85.37,86,85.37,167.69,161.13,1.927129409807405,1000,1.2265222909174711,pulljerk
40.99,31.29,40.99,31.29,1.64,1.82,93.16,76.46,93.16,76.46,174.28,157.86,5.830918232489687,1000,1.2917108189104651,pulljerk
39.33,32.82,39.33,32.82,0.36,0.82,86.55,84.65,86.55,84.65,177.96,173.14,1.9386909613842576,1000,1.2092198746708025,pulljerk
36.22,36.86,36.22,36.86,0.09,5.25,92.52,77.78,92.52,77.78,172.48,158.25,5.57884683212035,1000,1.2617553221546387,pulljerk
38.88,32.29,38.88,32.29,1.31,1.49,86.52,84.65,86.52,84.65,169.69,161.13,1.9041799906410348,1000,1.2170867514055212,pulljerk
40.22,31.1,40.22,31.1,0.96,2.47,94.32,75.43,94.32,75.43,173.29,157.31,5.854469558353005,1000,1.2856496443161514,pulljerk
38.72,32.39,38.72,32.39,0.47,2.49,91.07,79.84,91.07,79.84,170.08,173.23,1.8384471713899826,1000,1.261731747157329,pulljerk
36.08,38.2,36.08,38.2,0.14,5.91,92.6,77.35,92.6,77.35,172.1,158.72,5.375135808754654,1000,1.2834100506020834,pulljerk
39.61,33.13,39.61,33.13,1.2,3.24,91.3,78.73,91.3,78.73,170.41,160.2,1.7745644483221612,1000,1.2644521147060288,pulljerk
38.84,32.36,38.84,32.36,0.07,1.35,92.22,77.51,92.22,77.51,173.56,158.89,5.989616937538561,1000,1.292140217661586,pulljerk
39.16,33.01,39.16,33.01,2.17,3.93,91.21,78.99,91.21,78.99,172.07,160.47,1.8639228094201794,1000,1.2552066401149857,pulljerk
37.45,36.27,37.45,36.27,0.18,6.03,91.76,77.94,91.76,77.94,172.79,156.62,5.434290244160231,1000,1.2628562081179653,pulljerk
40.89,34.9,40.89,34.9,1.07,8.46,89.18,79.76,89.18,79.76,169.73,163.64,1.751178990845481,1000,1.241031414315529,pulljerk
38.94,32.56,38.94,32.56,0.14,1.13,92.23,77.76,92.23,77.76,173.48,158.8,5.835235579764232,1000,1.2886668542157402,pulljerk
38.88,34.47,38.88,34.47,0.09,7.19,89.23,81.1,89.23,81.1,178.64,161.77,1.8949332139636395,1000,1.2368482313333191,pulljerk
38.68,35.12,38.68,35.12,0.05,3.86,90.73,79.23,90.73,79.23,173.6,158.97,1.773519323090094,1000,1.2564071520493871,pulljerk
38.91,34.58,38.91,34.58,0.14,9.64,80.39,86.36,80.39,86.36,162.77,159.18,1.7948840747446075,1000,1.2496286312749345,pulljerk
39.15,32.39,39.15,32.39,0.59,1.9,92.28,77.65,92.28,77.65,172.98,158.18,5.781470180205759,1000,1.2924840390545818,pulljerk
37.83,29.95,37.83,29.95,1.17,0.44,87.23,84.45,87.23,84.45,179.52,162.43,1.9324537271796833,1000,1.2464483234075154,pulljerk
37.92,34.41,37.92,34.41,1.93,1.24,91.8,78.33,91.8,78.33,172.78,158.62,1.7578214324796537,1000,1.2563899837522283,pulljerk
33.79,33.03,33.79,33.03,12.36,6.57,90.38,86.22,90.38,86.22,177.48,161.13,1.8647439792051614,1000,1.2028045172635693,pulljerk
39.43,33.17,39.43,33.17,0.64,1.23,92.38,77.24,92.38,77.24,173.2,158.05,5.7652227083753935,1000,1.2891984312656062,pulljerk
36.23,31.33,36.23,31.33,0.17,2.68,85.27,87.11,85.27,87.11,179.99,162.12,1.977557316066334,1000,1.2137363475720218,pulljerk
38.31,33.08,38.31,33.08,1.83,0.77,92.4,77.82,92.4,77.82,179.75,158.28,1.731203467723397,1000,1.2591572827592465,pulljerk
30.32,28.9,30.32,28.9,15.49,0.83,92.46,88.03,92.46,88.03,178.78,161.82,1.8526550017707324,1000,1.2135634413543421,pulljerk
39.31,32.63,39.31,32.63,0.91,1.73,92.16,77.47,92.16,77.47,173.39,158.57,5.840790267081169,1000,1.2995044750145424,pulljerk
31.58,29.51,31.58,29.51,1.2,2.21,84.54,88.78,84.54,88.78,166.94,163.76,5.597937418452488,1000,1.2486004251847445,pulljerk
38.51,32.43,38.51,32.43,1.53,0.05,92.73,77.47,92.73,77.47,179.89,157.16,1.698880131320426,1000,1.2643220732898552,pulljerk
34.87,29.82,34.87,29.82,2.1,5.48,85.51,85.87,85.51,85.87,164.75,172.31,5.007512283514495,1000,1.1793203412426299,pulljerk
39.02,33.68,39.02,33.68,0,1.2,92.34,77.32,92.34,77.32,173.53,159.37,1.7736353741461377,1000,1.3009760375898838,pulljerk
33.4,23.61,33.4,23.61,1.36,0.59,84.35,89.8,84.35,89.8,140.5,174.03,6.991363111009799,1000,1.3065797824339236,pulljerk
38.28,32.79,38.28,32.79,1.64,1.26,91.58,78.4,91.58,78.4,179.53,157.17,1.6969825815588933,1000,1.25990900608237,pulljerk
32.48,27.46,32.48,27.46,3.84,0.21,83.85,87.78,83.85,87.78,158.96,173.83,1.681887465339258,1000,1.3073644601279484,pulljerk
39.04,34.43,39.04,34.43,0.6,1.18,92.03,78.23,92.03,78.23,171.68,160.21,1.79340764745871,1000,1.3002120811512075,pulljerk
31.19,23.97,31.19,23.97,9.71,0.13,83.97,91.25,83.97,91.25,142.23,173.68,1.6124694487000222,1000,1.2417377720540186,pulljerk
40.28,32.7,40.28,32.7,4.1,1.04,97.44,71.59,97.44,71.59,168.2,175.46,5.513622355338916,1000,1.2816168828071954,pulljerk
33.38,23.14,33.38,23.14,1.62,6.73,82.41,89.6,82.41,89.6,135.23,173.19,8.784910044440187,1000,1.2534791516484245,pulljerk
40.92,32.38,40.92,32.38,4.18,1.77,97.43,71.1,97.43,71.1,171.89,174.97,6.201561160550504,1000,1.2555042680671482,pulljerk
27.94,31.91,27.94,31.91,6.26,4.95,82.72,86.79,82.72,86.79,169.89,164.34,1.9164821468436006,1000,1.3100660320718667,pulljerk
38.85,32.65,38.85,32.65,1.03,0.79,91.49,78.54,91.49,78.54,179.61,157.76,1.6947302245757652,1000,1.2551215425010471,pulljerk
40.71,32.34,40.71,32.34,4.46,1.06,97.4,71.45,97.4,71.45,167.93,160.57,5.476089481307449,1000,1.2774024354377072,pulljerk
39.31,35.12,39.31,35.12,1.06,0.25,92.08,77.74,92.08,77.74,178.19,159.69,1.786160698064334,1000,1.292732401561247,pulljerk
28.17,28.45,28.17,28.45,6.48,3.68,83.4,91.14,83.4,91.14,168.55,164.6,1.8960761805523738,1000,1.3162258024151878,pulljerk
38.6,32.96,38.6,32.96,0.01,0.17,91.73,78.13,91.73,78.13,179.98,157.73,1.6891662129008185,1000,1.2586051646782668,pulljerk
22.6,25.43,22.6,25.43,8.14,1.23,92.4,90.34,92.4,90.34,155.81,172.33,1.6971116828424557,1000,1.2378651141942423,pulljerk
39.96,33.28,39.96,33.28,0.71,0.01,92.69,76.91,92.69,76.91,170.21,158.9,1.7441385392601392,1000,1.3027284242521926,pulljerk
30.05,25.95,30.05,25.95,3.93,0.4,84.98,89.3,84.98,89.3,144.92,174.23,1.6450251796629296,1000,1.2310309814256115,pulljerk
39.25,33.74,39.25,33.74,0.16,0.6,91.92,78.23,91.92,78.23,179.78,158.36,1.7053273014931272,1000,1.255857784781687,pulljerk
37.28,30.9,37.28,30.9,6.96,4.52,82.92,86.05,82.92,86.05,169.35,165.83,1.7716436320839948,1000,1.3316600558086134,pulljerk
39.77,33.28,39.77,33.28,1.61,1.7,85.48,84.26,85.48,84.26,170.82,160.32,1.9081584159458573,1000,1.2396909775607767,pulljerk
29.98,39.32,29.98,39.32,3.4,2.69,81.16,93.43,81.16,93.43,177.37,162.03,5.524148875207548,1000,1.2668406546146525,pulljerk
40,33.64,40,33.64,1.13,0.79,92.73,77.25,92.73,77.25,171.37,161,1.6755868924939266,1000,1.2613100845499488,pulljerk
29.85,26.59,29.85,26.59,8.44,0.17,83.35,90.37,83.35,90.37,140.91,176.43,1.555080085425965,1000,1.2640931569809666,pulljerk
40.79,33.71,40.79,33.71,1.37,1.67,85.58,84.44,85.58,84.44,167.94,174.12,1.8915655510275728,1000,1.241607261773836,pulljerk
40.78,32.89,40.78,32.89,3.76,2.09,97.95,70.63,97.95,70.63,178.91,174.91,5.641309914961492,1000,1.2795697744285084,pulljerk
39.55,33.23,39.55,33.23,1.49,0.96,92.48,77.32,92.48,77.32,171.23,161.13,1.6673846930513412,1000,1.260830875810752,pulljerk
40.97,32.36,40.97,32.36,4.28,0.41,97.67,71.16,97.67,71.16,168.16,160.39,5.471723388396374,1000,1.2803371313228524,pulljerk
40.71,33.32,40.71,33.32,1.69,1.85,86.02,84.27,86.02,84.27,178.17,174.16,1.931223418135254,1000,1.2557287705314688,pulljerk
40.88,32.56,40.88,32.56,3.73,1.08,98.38,70.29,98.38,70.29,179.22,160.88,5.475512527520368,1000,1.2706691464432536,pulljerk
39.66,33.49,39.66,33.49,1.78,0.43,92.03,77.32,92.03,77.32,171.03,160.99,1.6409198799632054,1000,1.2659909789653074,pulljerk
33.15,32.07,33.15,32.07,4.9,1.48,97.92,70.67,97.92,70.67,171.66,174.44,6.088051232879915,1000,1.245784942618812,pulljerk
40.42,33.65,40.42,33.65,1.2,0.65,86.14,84.19,86.14,84.19,178.06,173.73,1.931126458904702,1000,1.2496483908481997,pulljerk
41.18,32.39,41.18,32.39,4.5,1.2,98.26,70.55,98.26,70.55,179.47,160.54,5.486369590521648,1000,1.2671955425079586,pulljerk
39.92,32.98,39.92,32.98,1.82,0.26,91.91,77.33,91.91,77.33,179.22,161.01,1.6478383899523346,1000,1.2660309513000603,pulljerk
40.6,32.37,40.6,32.37,3.39,0.77,97.14,71.82,97.14,71.82,168.48,175.77,5.499660026008855,1000,1.2835235076481644,pulljerk
40.86,34.86,40.86,34.86,1.22,0.67,86.24,84.16,86.24,84.16,167.52,173.77,1.9411516897584782,1000,1.2439809266457786,pulljerk
41.11,32.09,41.11,32.09,3.94,1.39,98.38,70.35,98.38,70.35,179.72,160.91,5.608134734070743,1000,1.2639449247109615,pulljerk
39.98,33.57,39.98,33.57,1.96,0.54,90.98,78.7,90.98,78.7,179.91,158.59,1.7017570395643853,1000,1.2777163587623983,pulljerk
40.61,32.91,40.61,32.91,2.54,1.03,97.23,71.98,97.23,71.98,168.3,175.58,5.500144641352334,1000,1.2780310511284618,pulljerk
41.24,34.1,41.24,34.1,0.07,0.86,85.62,84.2,85.62,84.2,177.83,174.21,1.9073065475203999,1000,1.243586140352854,pulljerk
41.59,32.17,41.59,32.17,3.5,1.55,98.4,70.4,98.4,70.4,168.01,160.99,5.557030306940326,1000,1.2639231770537342,pulljerk
39.53,33.3,39.53,33.3,1.62,0.84,90.94,78.96,90.94,78.96,179.7,159.46,1.7307063296171332,1000,1.2776747750821222,pulljerk
40.95,31.98,40.95,31.98,2.77,0.76,97.45,71.71,97.45,71.71,167.9,175.94,5.489561193478912,1000,1.2706386756464505,pulljerk
40.81,33.66,40.81,33.66,0.35,0.68,85.51,83.89,85.51,83.89,177.94,160.44,1.897946574213046,1000,1.2368998322384168,pulljerk
41.12,32.46,41.12,32.46,3.37,0.73,98.07,70.81,98.07,70.81,168.07,161.04,5.530911617452757,1000,1.2657361515151861,pulljerk
39.33,33.15,39.33,33.15,0.9,0.12,91.74,78.04,91.74,78.04,179.56,159.46,1.7128716133733424,1000,1.2877491186927827,pulljerk
31.39,31.93,31.39,31.93,3.42,1.48,98.07,70.81,98.07,70.81,168.47,160.49,5.493620245111171,1000,1.275280578495996,pulljerk
40.35,33.72,40.35,33.72,0.66,1.06,85.48,84.37,85.48,84.37,177.58,160.41,1.933004199128766,1000,1.2425327386311253,pulljerk
40.39,33.21,40.39,33.21,3.83,1.33,97.25,71.92,97.25,71.92,168.24,175.48,5.482401267305831,1000,1.2768644284031536,pulljerk
31.27,30.48,31.27,30.48,2.24,1.74,97.85,70.85,97.85,70.85,168.44,161.25,5.495682074549942,1000,1.2757947790822695,pulljerk
40.15,33.9,40.15,33.9,0.19,0.98,85.19,84.71,85.19,84.71,177.71,160.29,1.9407737345439515,1000,1.2376998003422195,pulljerk
39.73,33.18,39.73,33.18,2.03,0.46,90.97,78.77,90.97,78.77,179.37,160.09,1.763630805195406,1000,1.2836168125235239,pulljerk
39.33,32.26,39.33,32.26,2.21,3.41,96.73,71.7,96.73,71.7,168.94,161.41,5.546796004593788,1000,1.2747099865988432,pulljerk
40.44,33.85,40.44,33.85,0.68,0.97,85,84.8,85,84.8,169.33,159.8,1.9385616946817619,1000,1.2301837743251476,pulljerk
174.12,161.62,174.12,161.62,163.48,161.32,99.63,77.63,99.63,77.63,174.09,159.73,2.2581002715606107,1000,1.156006180372898,pushjerk
161.05,175.55,161.05,175.55,167.57,172.94,94.72,91.42,94.72,91.42,175.97,160.85,1.3947793758697593,1000,1.4446585416263646,pushjerk
174.64,156.65,174.64,156.65,145.79,168.9,82.61,95.4,82.61,95.4,172.93,177.02,1.9714759682010408,1000,1.1944117187956693,pushjerk
165.97,166.19,165.97,166.19,174.97,172.72,90.47,96.84,90.47,96.84,173.93,154.24,16.389120520293616,1000,1.3183201444139336,pushjerk
170.08,160.85,170.08,160.85,159.38,157.69,100.68,77.63,100.68,77.63,170.37,154.86,44.51893283802619,1000,1.1393827389532443,pushjerk
171.09,152.53,171.09,152.53,149.09,172.8,93.14,80.88,93.14,80.88,176.82,162.91,1.307301822867234,1000,1.5202624237410884,pushjerk
171.98,155.8,171.98,155.8,138.57,146.09,93.87,84.96,93.87,84.96,169.87,165.67,1.9315781600501898,1000,1.1852704061027217,pushjerk
164.81,166.01,164.81,166.01,135.77,174.2,90.19,97.06,90.19,97.06,174.14,154.86,17.70130032580867,1000,1.3157738117407318,pushjerk
170.87,163.24,170.87,163.24,144.95,166.25,100.63,79.96,100.63,79.96,174.47,166.81,52.74302936261631,1000,1.1135894840277714,pushjerk
172.14,157.81,172.14,157.81,150.66,162.95,81.85,105.55,81.85,105.55,176.8,146.69,1.3588683190862005,1000,1.3420956640844854,pushjerk
172.78,158.35,172.78,158.35,94.53,161.14,92.24,85.03,92.24,85.03,172.4,166.87,1.9319797319546463,1000,1.1917559207246715,pushjerk
161.71,165.52,161.71,165.52,151.28,168.79,89.47,96.82,89.47,96.82,173.3,156.43,15.71613422921759,1000,1.3140192653499156,pushjerk
168.48,168.73,168.48,168.73,163.06,168.68,100.55,89.08,100.55,89.08,167.85,178.78,52.88128243406542,1000,1.2663475558459032,pushjerk
163.71,171.7,163.71,171.7,59.35,173.53,91.68,89.16,91.68,89.16,175.22,172.55,1.5803947255930444,1000,1.3430418008908567,pushjerk
174.7,159.78,174.7,159.78,129.91,156.96,90.2,88.65,90.2,88.65,175.3,156.87,2.0366712487016603,1000,1.2334549944441462,pushjerk
165,169.29,165,169.29,159.64,179.36,91.89,97.09,91.89,97.09,171.1,153.45,9.534178666576777,1000,1.236033397060475,pushjerk
173.45,147.95,173.45,147.95,170.5,163.97,90.26,90.69,90.26,90.69,172.78,177.44,5.692243944155305,1000,1.2437434542279584,pushjerk
162.09,154.82,162.09,154.82,172.22,158.06,94.56,79.45,94.56,79.45,149.06,178.09,4.439613235145167,1000,1.1753356109633213,pushjerk
178.87,159.58,178.87,159.58,141.3,157.93,89.15,89.24,89.15,89.24,174.65,157.27,2.0484440462063773,1000,1.2628125270147992,pushjerk
165.27,159.33,165.27,159.33,139.69,164.64,89.92,101.59,89.92,101.59,146.37,160.06,4.425232371411882,1000,1.079815920292693,pushjerk
164.82,146.44,164.82,146.44,172.09,159.3,88.4,86.49,88.4,86.49,173.27,176.73,5.535619493791592,1000,1.2522653896938651,pushjerk
170.38,157.08,170.38,157.08,13.09,174.82,88.78,83.64,88.78,83.64,169.71,168.74,9.537329094022846,1000,1.2798441306789057,pushjerk
173.64,154.46,173.64,154.46,130.43,146,86.87,91.69,86.87,91.69,177.87,159.67,2.142880076138495,1000,1.2671630530191247,pushjerk
165.95,141.03,165.95,141.03,119.3,138.44,103.16,73.4,103.16,73.4,149.47,173.42,2.818865975337058,1000,1.100786312567457,pushjerk
158.95,140.2,158.95,140.2,165.84,154.52,78.65,97.47,78.65,97.47,176.03,179.48,4.405267367141894,1000,1.2022402926921418,pushjerk
167.29,148.89,167.29,148.89,78.96,146.26,94.26,77.14,94.26,77.14,152.55,159.77,4.766939352099411,1000,1.221296301129558,pushjerk
177.49,153.08,177.49,153.08,108.45,144.89,89.06,89.57,89.06,89.57,177.05,158.77,2.059356788258149,1000,1.2359999350673618,pushjerk
158.87,171.57,158.87,171.57,169.85,160.87,103.61,82.87,103.61,82.87,151.03,178.46,4.46863928533459,1000,1.1615683742509355,pushjerk
162,134.8,162,134.8,171.69,149.19,82.08,94.79,82.08,94.79,175.64,179.96,4.565919039331957,1000,1.1883843488518238,pushjerk
175.24,173.35,175.24,173.35,134.23,160.02,88.38,87.79,88.38,87.79,171.19,158.82,6.5404084102056865,1000,1.2064083681787743,pushjerk
178.71,146.38,178.71,146.38,92.81,161.08,90.22,89.03,90.22,89.03,176.99,157.86,2.0249732547904395,1000,1.2353404936792494,pushjerk
176.59,163.03,176.59,163.03,155.2,12.27,116.11,62.54,116.11,62.54,167.68,167.56,4.495322350183928,1000,1.1249012849803566,pushjerk
138.72,130.3,138.72,130.3,136.95,113.85,79.79,94.45,79.79,94.45,173.02,179.33,4.632247054096797,1000,1.1466377820147309,pushjerk
176.61,168.38,176.61,168.38,174.39,164.86,90.65,85.77,90.65,85.77,170.57,159.5,5.802146524475021,1000,1.2323044729943011,pushjerk
171.53,147.55,171.53,147.55,143.42,160.45,89.79,90.82,89.79,90.82,175.82,170.68,2.0083190418187566,1000,1.2790584971433212,pushjerk
175.49,167.71,175.49,167.71,126.27,173.53,99.12,76.28,99.12,76.28,171.62,160.38,6.5465964174572,1000,1.084427410201868,pushjerk
173.65,143,173.65,143,160.49,133.19,94.86,82.69,94.86,82.69,150.23,170.04,1.5786962538230007,1000,1.3225499739243936,pushjerk
158.16,160.46,158.16,160.46,97.72,163.89,92.9,82.36,92.9,82.36,169.96,154.41,5.01170760770864,1000,1.2345827828230895,pushjerk
